date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:03	54023/54023	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/nl/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/nl/index.html	(from https://bitcoineranew.com/)
11:42:04	52368/52368	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/no/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/no/index.html	(from https://bitcoineranew.com/)
11:42:04	72351/72351	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/ru/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/ru/index.html	(from https://bitcoineranew.com/)
11:42:04	54499/54499	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/ms/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/ms/index.html	(from https://bitcoineranew.com/)
11:42:04	53888/53888	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/tr/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/tr/index.html	(from https://bitcoineranew.com/)
11:42:04	56974/56974	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/ph/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/ph/index.html	(from https://bitcoineranew.com/)
11:42:05	82731/82731	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Nov%202020%2009:01:30%20GMT	https://bitcoineranew.com/th/	C:/Users/InkyMagician/Desktop/forval/btcnew/bitcoineranew.com/th/index.html	(from https://bitcoineranew.com/)
11:42:06	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5eeb13d43ca0f03900fa6abc	C:/Users/InkyMagician/Desktop/forval/btcnew/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8cb79.js	(from https://bitcoineranew.com/)
11:42:06	33818/33818	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5d-841a%22	https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.4.6/css/flag-icon.min.css	C:/Users/InkyMagician/Desktop/forval/btcnew/cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.4.6/css/flag-icon.min.css	(from https://bitcoineranew.com/)
11:42:06	28404/28404	---MCZ	200	added ('OK')	text/css	etag:W/%226f10-5b3ad10598fff;5b3ad106bdf7d%22	https://api.bitcoineranew.com/dist/css/integration.css	C:/Users/InkyMagician/Desktop/forval/btcnew/api.bitcoineranew.com/dist/css/integration.css	(from https://bitcoineranew.com/)
11:42:07	166050/166050	---MCZ	200	added ('OK')	application/javascript	etag:W/%22288a2-5b3ad1bf5510e;5b3ad1c0b4a19%22	https://api.bitcoineranew.com/dist/js/integration.js	C:/Users/InkyMagician/Desktop/forval/btcnew/api.bitcoineranew.com/dist/js/integration.js	(from https://bitcoineranew.com/)
11:42:08	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/InkyMagician/Desktop/forval/btcnew/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://bitcoineranew.com/)
